"","dataset","tsid","longitude","latitude","ipccReg","Category","CategorySpec","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6","maxValAge","minValAge"
"274","HopeSimpson.Engstrom.1985","M2L8rmkdbgxP",-56.43,52.45,"NEN","pollen","pollen",10517,213,213,"annual","T","Temp12k","positive",-2.365,-3.953,9301,5956
"275","HU73_031_7.Keigwin.1995","T2L_HU73_031_7_d18o_ruber_SST_from_d18o_ruber",-55.2483,42.9783,"NAO","isotope","isotope",11200,220,220,"annual","T","Temp12k","positive",15.381,16.852,7850,11970
"276","HU73_031_7.Keigwin.1995","T2L_HU73_031_7_d18o_pachyderma_SST_from_d18o_pachyderma",-55.2483,42.9783,"NAO","isotope","isotope",11200,220,220,"annual","T","Temp12k","positive",5.221,7.632,6990,11650
"277","HU84.deVernal.2013","PYTHNY32G95",-57.507,58.3677,"NEN","other microfossil","other microfossil",6328.4,138.9,138.2,"annual","T","Temp12k","positive",NA,5.51,7105.8,7705.9
"278","HU87033_87017PC.Andrews.1999","T2L_HU87033_87017PC_d18o_pachyderma_SST_from_d18o_pachyderma",-56.1767,54.6165,"NEN","isotope","isotope",11182,93,92.5,"annual","T","Temp12k","positive",1.94,2.134,9350,11264
"279","HU87033_87018PC.Andrews.1999","T2L_HU87033_87018PC_d18o_pachyderma_SST_from_d18o_pachyderma",-56.0583,54.7952,"NEN","isotope","isotope",8728,391,404,"annual","T","Temp12k","positive",1.432,2.421,3108,1423
"280","HU90_013_013.Hillaire-Marcel.1994","T2L_HU90_013_013_d18o_pachyderma_SST_from_d18o_pachyderma",-48.3733,58.2098,"GIC","isotope","isotope",10083,238,235,"annual","T","Temp12k","positive",NA,6.386,7962,11865
"281","HU90.deVernal.2013","PYT67GRFWKV",-48.3733,58.2098,"GIC","other microfossil","other microfossil",8436.7,133.6,133.8,"annual","T","Temp12k","positive",NA,5.643,8863,1361.5
"282","HU91-039-008.Levac.2001","PYTBX6EGUAD",-74.3317,77.2667,"NEN","other microfossil","other microfossil",5207,99.3999999999999,98.5999999999999,"annual","T","Temp12k","positive",NA,0.712,4897.7,2823.6
"283","Hudson.Clegg.2011","PYTI3HL2Q73",-145.6667,61.9,"NWN","chironomid","chironomid",9553.66,98.828,97.6560000000001,"summerOnly","T","Temp12k","positive",11.989,11.686,3698,6345
"284","HulunLake.Wen.2009","LPD25ffc1d5",117.5,49.13,"ESB","pollen","pollen",11009.2,73.2000000000007,73.2000000000007,"annual","T","Temp12k","positive",-0.417,0.038,8764.3,1727.3
"285","HumberPond3.McAndrews.1989","M2L1araoamkP",-79.48,43.64,"ENA","pollen","pollen",4090,78,88.5,"annual","T","Temp12k","positive",7.157,NA,12,3320
"286","HumberPond5.McAndrews.1989","M2Lbkd197eqP",-79.49,43.64,"ENA","pollen","pollen",3879,121,121,"annual","T","Temp12k","positive",6.896,NA,4203,3984
"287","HurlegLake.Zhao.2013","WEB857d0da0",96.91,37.28,"ECA","alkenone","alkenone",8180,42,41,"summerOnly","T","Temp12k","positive",0.127,-2.565,566,8457
"288","Hvitarvatn.Larsen.2013","PYTIFNEXCAM",-19.85,64.6167,"GIC","biophysical","biophysical",9926.989,20.0140000000001,20.0140000000001,"summerOnly","T","Temp12k","positive",-5.877,3.157,6613.692,2911.085
"289","Hypkana.Hajkova.2016","RMZxFXZy3Ew",22.1636,48.9131,"WCE","chironomid","chironomid",6845,341.5,342,"summerOnly","T","Temp12k","positive",NA,12.979,11418,8738
"290","Igaliku.Massa.2012","PYT03KZQAVB",-45.43,61,"GIC","pollen","pollen",9492.5,75.1000000000004,75.0500000000001,"summerOnly","T","Temp12k","positive",576.762,204.5,2963,8620.9
"291","Iglutalik.Kerwin.2004","M2L3khz4mxcP",-66.08,66.14,"NEN","pollen","pollen",8186.1,124.7,124.700000000001,"annual","T","Temp12k","positive",-11.017,-9.134,7707.1,6137.4
"292","Indian.Bjorck.1985","M2L73grsf22P",-90.45,50.92,"NEN","pollen","pollen",4470,152,152,"annual","T","Temp12k","positive",NA,-1.751,7935,10290
"293","IOW225514BAY.Emeis.2003","T2L_IOW225514_uk37_SST_from_uk37",8.704,57.838,"NEU","alkenone","alkenone",5980,60,60,"annual","T","Temp12k","positive",10.307,12.632,6320,540
"294","IOW225517BAY.Emeis.2003","T2L_IOW225517_uk37_SST_from_uk37",7.091,57.667,"NEU","alkenone","alkenone",9570,100,100,"annual","T","Temp12k","positive",NA,13.105,6350,1970
"295","Irvin.Cushing.1982","M2L7vpov9ueP",-93.64,47.14,"CNA","pollen","pollen",10531,273,253,"annual","T","Temp12k","positive",4.042,5.123,7052,852
"296","Isbenttjonn.Seppa.2009","PYTV6QSJN0Y",7.43,59.77,"NEU","pollen","pollen",8621.74,141.565,143.34,"summerOnly","T","Temp12k","positive",11.644,12.798,8651.18,268.36
"297","Isokaerret.Asplund.1989","RXzd4kwZ1XC",22.13,60.22,"NEU","pollen","pollen",4231.68,102.76,102.76,"annual","T","Temp12k","positive",2.689,NA,3834.86,73.1
"298","Jake.Kerwin.2005","PYT8O5BE482",-65.15,63.67,"NEN","pollen","pollen",7822.295,258.779,254.3405,"summerOnly","T","Temp12k","positive",7.775,8.175,5618.558,4388.783
"299","JamesRossIsland.Mulvaney.2012","WEB3c95e135",-57.685,-64.2017,"WAN","isotope","isotope",11900,100,100,"annual","T","Temp12k","positive",-0.485,0.122,11850,550
"300","JinchueanBog.Yu.2013","WEB222fb2bd",126.37,42.33,"EAS","isotope","isotope",5732,24,24,"summerOnly","T","Temp12k","positive",5.579,5.143,2542,180
"301","JM01-1199.Hald.2007","PYTFYIETUXB",14.36,71.99,"NEU","other microfossil","other microfossil",11884.414,55.4049999999997,55.4049999999997,"summerOnly","T","Temp12k","positive",8.425,8.004,9104.695,11375.135
"302","JM96-1207.Solignac.2013","PYTGAQBO3C8",-29.35,68.1,"GIC","other microfossil","other microfossil",9470.17,99.6999999999998,99.6999999999998,"annual","T","Temp12k","positive",4.232,4.131,3746.6,7833.7
"303","JPC42.Caniupan.2014","WEB387ae876",-74.383,-49.917,"SSA","alkenone","alkenone",8261.971204,139.604166,139.604166,"summerOnly","T","Temp12k","positive",11.086,12.714,5352.076042,284.8571429
"304","JPC67.Bertrand.2017","WEB32a51a83",-69.4632,-54.3199,"SSA","alkenone","alkenone",11796,178,179,"annual","T","Temp12k","positive",9.836,10.06,1881,11192
"305","JR01.Fortin.2017","PYT6CZBVE1E",-95.07,69.9,"NEN","pollen","pollen",6942.5,102,97,"summerOnly","T","Temp12k","positive",7.354,7.872,3201,513.568
"306","JR01Chironomid.Fortin.2017","RhF20RCQseU",-95.07,69.9,"NEN","chironomid","chironomid",6915,43.5,44.5,"summerOnly","T","Temp12k","positive",5.279,7.149,6551,297
"307","JR244_GC528.Roberts.2016","T2L_JR244_GC528_uk37_SST_from_uk37",-58.0405,-53.013,"SSA","alkenone","alkenone",10890,345,330,"annual","T","Temp12k","positive",5.391,7.257,6800,1000
"308","JR51GC_35.Bendle.2007","T2L_JR51GC_35_uk37_SST_from_uk37",-17.5766,66.5996,"GIC","alkenone","alkenone",10108.76,93.6799999999998,93.6799999999998,"winterOnly","T","Temp12k","positive",9.923,9.584,9374.38,4971.57
"309","K2.Fallu.2005","PYT0P81RJWL",-65.9342,58.7347,"NEN","chironomid","chironomid",6704.176,61,61,"summerOnly","T","Temp12k","positive",13.327,14.451,1445.778,6629.294
"310","Kaartlamminsuo.Rankama.1988","RyLPf9ScmVz",24.22,60.73,"NEU","pollen","pollen",4741.17,76.55,76.525,"annual","T","Temp12k","positive",2.304,NA,3064.71,388.76
"311","KaiteCobreMayor.MartinChivelet.2011","LPDb676e71d",-3.8496,42.7918,"MED","isotope","isotope",3899,3,3,"annual","T","Temp12k","positive",0.052,NA,776,2117
"312","Kansjon.EPD","RwoxLw4fCEO",14.53,57.63,"NEU","pollen","pollen",10249.8,389.715,400.3,"annual","T","Temp12k","positive",4.582,7.501,5286.32,9980.46
"313","KardashinskiSwamp.Kremenetski.1995","R1qHmKcT6AU",32.62,46.52,"WCE","pollen","pollen",8915.14,199.09,201.19,"annual","T","Temp12k","positive",14.686,11.77,3210.99,9009.31
"314","Karujarv.EPD","RDGYulsMSkK",22.2,58.38,"NEU","pollen","pollen",7888.73,96.1900000000001,95.22,"annual","T","Temp12k","positive",3.368,5.982,6551.99,599.21
"315","Keele.Szeicz.1995","M2Lhapfah89P",-127.62,64.17,"NWN","pollen","pollen",10888,275.4,275.4,"annual","T","Temp12k","positive",-8.592,-8.053,10888,7284.8
"316","Kenosee.Porter.1992","M2L0pm7wjobP",-102.3,49.82,"CNA","pollen","pollen",5444,203,203,"annual","T","Temp12k","positive",2.996,6.536,4495,67
"317","KeystoneIronbog.Fall.1985","M2L8o4qa5uuP",-107.03,38.87,"WNA","pollen","pollen",8921,311,322,"annual","T","Temp12k","positive",1.436,-1.528,808,6469
"318","Kharinei.Jones.2011","R3kXLCnhtdi",62.7507,67.3628,"RAR","chironomid","chironomid",11479.125,315.816,315.816,"summerOnly","T","Temp12k","positive",12.884,13.134,11302.778,427.991
"319","Khatanga-12Lake.Syrykh.2017","RchrJSmu2H9",102,73,"RAR","chironomid","chironomid",6706.983,223.967,226.231,"summerOnly","T","Temp12k","positive",13.444,11.946,1215.296,6081.332
"320","KinderlinskayaCave.Baker.2017","WEB6f612252",56.9,54.2,"EEU","isotope","isotope",11659,9,10,"winterOnly","T","Temp12k","positive",-10.885,-11.869,140,10910
"321","Kinnshaugen.Seppa.2009","PYTT5VJ1IP1",10.37,62.02,"NEU","pollen","pollen",8766,196,196,"summerOnly","T","Temp12k","positive",13.015,13.939,7779,303
"322","Klotjaernen.Pollen.Sweden","RHTI56Pxs41",16.4044,61.8211,"NEU","pollen","pollen",9463.8508,89.8899999999994,92.8149999999996,"winterOnly","T","Temp12k","positive",-9.605,-2.433,6086.76,1878.31
"323","klotjarnen.Seppa.2009","PYT4160KEY4",16.4044,61.8211,"NEU","pollen","pollen",8930.874,118.681999999999,118.681999999999,"annual","T","Temp12k","positive",3.685,6.281,6687.056,515.555
"324","KNR159_5_36GGC.Carlson.2008","T2L_KNR159_5_36GGC_d18o_ruber_SST_from_d18o_ruber",-45.5333,-27.5267,"SES","isotope","isotope",10870,640,640,"annual","T","Temp12k","positive",NA,24.622,1110,10630
"325","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_mgca_ruber_lato_SST_from_mgca_ruber_lato",-92.027,26.374,"CNA","Mg/Ca","Mg/Ca",9690,350,350,"annual","T","Temp12k","positive",24.75,25.455,2380,1120
"326","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_mgca_ruber_stricto_SST_from_mgca_ruber_stricto",-92.027,26.374,"CNA","Mg/Ca","Mg/Ca",9690,350,350,"annual","T","Temp12k","positive",27.344,28.251,6540,1120
"327","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_d18o_ruber_lato_SST_from_d18o_ruber_lato",-92.027,26.374,"CNA","isotope","isotope",9690,350,350,"annual","T","Temp12k","positive",25.835,29.479,5160,2030
"328","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_d18o_ruber_stricto_SST_from_d18o_ruber_stricto",-92.027,26.374,"CNA","isotope","isotope",9690,350,350,"annual","T","Temp12k","positive",27.442,29.851,9350,3860
"329","KNR166_14_11JPC.Elmore.2015","T2L_KNR166_14_11JPC_d18o_bulloides_SST_from_d18o_bulloides",-27.65,56.2333,"NAO","isotope","isotope",11290,105,105.4,"annual","T","Temp12k","positive",10.015,11.828,4639,665
"330","KNR166_14_11JPC.Elmore.2015","T2L_KNR166_14_11JPC_d18o_pachyderma_SST_from_d18o_pachyderma",-27.65,56.2333,"NAO","isotope","isotope",11290,108.4,109,"annual","T","Temp12k","positive",11.88,11.819,8415.3,11922
"331","KNR166_JPC26.Schmidt.2011","T2L_KNR166_JPC26_mgca_ruber_SST_from_mgca_ruber",-83.2524,24.3267,"CAR","Mg/Ca","Mg/Ca",11360,20,20,"annual","T","Temp12k","positive",27.321,26.801,4440,11520
"332","KNR166_JPC26.Schmidt.2011","T2L_KNR166_JPC26_d18o_ruber_SST_from_d18o_ruber",-83.2524,24.3267,"CAR","isotope","isotope",5870,10,10,"annual","T","Temp12k","positive",NA,27.583,6620,11900
"333","KNR166_JPC51.Schmidt.2012","T2L_KNR166_JPC51_mgca_ruber_SST_from_mgca_ruber",-83.219,24.4117,"CAR","Mg/Ca","Mg/Ca",7661,24.5,24,"annual","T","Temp12k","positive",NA,28.449,8249,7026
"334","KNR166_JPC51.Schmidt.2012","T2L_KNR166_JPC51_d18o_ruber_SST_from_d18o_ruber",-83.219,24.4117,"CAR","isotope","isotope",7661,25,24.5,"annual","T","Temp12k","positive",NA,27.59,8004,7586
"335","KNR195_5_CDH23.Bova.2015","T2L_KNR195_5_CDH23_uk37_SST_from_uk37",-81.1342,-3.7492,"NWS","alkenone","alkenone",10702.68,32.9549999999995,32.96,"annual","T","Temp12k","positive",NA,23.213,6243.22,11883.64
"336","KNR195_5_CDH26.Bova.2015","T2L_KNR195_5_CDH26_uk37_SST_from_uk37",-81.3087,-3.986,"NWS","alkenone","alkenone",10624.45,82.6399999999994,83.5149999999994,"annual","T","Temp12k","positive",NA,22.443,8477.93,11954.05
"337","KoeycegizGoelue.EPD","RCzaVnPuDWU",28.64,36.88,"MED","pollen","pollen",5437.34,92.0600000000004,92.0700000000001,"annual","T","Temp12k","positive",8.766,NA,2769.06,605.61
"338","Komosomolskaia.Ciais.1992","WEB3b80ddb0",97.4833,-74.083,"EAN","isotope","isotope",11988.9,17.0849999999991,17.0900000000001,"annual","T","Temp12k","positive",0.059,-0.196,47.273,11988.9
"339","Koucha.Herzschuh.2009","RyQ74Z7GxTJ",97.2,34,"TIB","pollen","pollen",11980.6428571429,171,162.39230769231,"summerOnly","T","Temp12k","positive",7.562,8.004,11380.9833333333,1681
"340","KP2.Seppa.2009","PYTRUXBRWZ0",35.32,68.8,"NEU","pollen","pollen",8997,148,150,"summerOnly","T","Temp12k","positive",11.779,12.024,7463,8930
"341","KR02Chironomid.Fortin.2010","RGx72to7BAg",-113.78,71.34,"NWN","chironomid","chironomid",10084.97,88.1099999999997,88.1099999999997,"summerOnly","T","Temp12k","positive",7.252,7.69,8070.63,3003.56
"342","KR02Pollen.Peros.2008","R1jYCQVBlaV",-113.78,71.34,"NWN","pollen","pollen",10078.50125,160.45,160.45,"summerOnly","T","Temp12k","positive",5.184,5.951,9571.3965,10101.50125
"343","KT05_7_PC_02.Kawahata.2009","RWShShxDbGs_SST_from_Uk37",140.7667,41,"EAS","alkenone","alkenone",9205,100,100,"summerOnly","T","Temp12k","positive",21.725,22.202,7914,9356
"344","Kurupa.Boldt.2015","NAm2kHydro240",-154.61,68.35,"NWN","biophysical","biophysical",5592.849,2.82899999999995,2.82899999999995,"summerOnly","T","Temp12k","positive",0.064,-0.852,2892.034,1271.042
"345","Kusawa.Chakraborty.2010","PYT8QV5B55C",-136.182,60.275,"NWN","biophysical","biophysical",11875.16,86.6800000000003,86.6800000000003,"summerOnly","T","Temp12k","positive",11.649,12.922,7531.02,11951.7
"346","KY07_04_PC1.Kubota.2010","T2L_KY07_04_PC1_mgca_ruber_SST_from_mgca_ruber",128.95,31.63,"EAS","Mg/Ca","Mg/Ca",11934,80,80,"annual","T","Temp12k","positive",26.072,26.727,4931,11907
"347","Kyutyunda.Biskaborn.2016","RvoC7ZDCwNh",123.6481,69.6285,"RAR","pollen","pollen",11834.0316,318.5878,316.5756,"summerOnly","T","Temp12k","positive",15.101,17.988,4762.11,90.3684
"348","KZAI_01.Hardy.2018","RYyDb1URhtN",11.23,-5.7,"CAF","other microfossil","other microfossil",10379,152,145,"annual","T","Temp12k","positive",NA,20.195,8297,8616
"349","LacAurelie.Bajolle.2018","RiOWDR3HWB7",-74.2297,50.42,"NEN","chironomid","chironomid",8261.259,47.0849999999996,47.0299999999997,"summerOnly","T","Temp12k","positive",13.282,14.194,7992.09,299.808
"350","LacColin.Mott.1977","M2L1vo2cyx4P",-70.3,46.72,"ENA","pollen","pollen",10733,275,275,"annual","T","Temp12k","positive",1.585,2.916,7712,56
"351","LacduSommet.Hausmann.2011","RaVpoBekUwg",-70.6667,47.7167,"ENA","chironomid","chironomid",9475,74,75,"summerOnly","T","Temp12k","positive",12.407,12.272,2799,9456
"352","LacFaribault.Larouche.1981","M2Ly0wxhoe3P",-71.72,58.87,"NEN","pollen","pollen",3950,155.5,164,"annual","T","Temp12k","positive",-7.051,NA,4009,4214
"353","LacGras.King.1986","M2Lpztrlwi8P",-67.07,52.25,"NEN","pollen","pollen",7108,261,261,"annual","T","Temp12k","positive",-5.003,-1.853,6393,850
"354","LacLeonard.Labelle.1984","M2L58bvkgafP",-65.81,49.21,"ENA","pollen","pollen",9268,292,292,"annual","T","Temp12k","positive",-7.912,0.439,8702,523
"355","LacMartyne.McAndrews.NA","M2L5ds3b810P",-64.83,56.78,"NEN","pollen","pollen",6752,273,273,"annual","T","Temp12k","positive",-3.075,-2.79,3852,5707
"356","LacMeleze.MacDonald.1987","M2Lzztaq4rxP",-126.12,65.22,"NWN","pollen","pollen",10322,204,204,"annual","T","Temp12k","positive",-2.096,-0.026,2866,8632
"357","LacPatricia.McAndrews.1983","M2Lueezxtn4P",-64.68,56.67,"NEN","pollen","pollen",5469,142,142,"annual","T","Temp12k","positive",-0.373,-0.782,4501.5,1102
"358","LacPetel.King.1986","M2LzelduliwP",-66.27,50.55,"NEN","pollen","pollen",8355,273,273,"annual","T","Temp12k","positive",-2.073,-0.994,6393,8146
"359","Ladd.Shane.1993","M2Lvbzbn35sP",-84.75,41.42,"ENA","pollen","pollen",10803.7,205.7,207.900000000001,"annual","T","Temp12k","positive",9.197,9.305,3815.7,10883.8
"360","LagodeAjo.Allen.1996","RnvZu677M4a",-6.15,43.05,"MED","pollen","pollen",10922.44,128.37,128.37,"annual","T","Temp12k","positive",7.532,9.261,3140.92,71.19
"361","LagoDellAccesa.Finsinger.2010","LPD6e0eacd1",10.8972,42.9888,"MED","pollen","pollen",7073,73,74,"winterOnly","T","Temp12k","positive",NA,2.819,5186,6552
"362","LagoMoreno.Markgraf.2002","R7eBhCUMOfI",-71.5167,-41.0583,"SWS","pollen","pollen",9581,413,410.5,"annual","T","Temp12k","positive",NA,0.149,11216,9424
"363","LagoVerdarolo.Samartin.2011","LPD91355717",10.12,44.36,"MED","chironomid","chironomid",11955.191,258,254,"summerOnly","T","Temp12k","positive",12.6,13.965,7484,11969
"364","LagunaChaplin.Punyasena.2008","RhOOuR9AepG",-61.0667,-14.4667,"SAM","pollen","pollen",10303,256,271,"annual","T","Temp12k","positive",23.25,24,4652.4,2089
"365","LagunaSaladaChiprana.EPD","Ry6Y07LUJSe",-0.17,41.23,"MED","pollen","pollen",7371.89,167.43,167.43,"annual","T","Temp12k","positive",15.028,10.582,119.93,3940.66
"366","Laihalampi.Heikkila.2003","PYTEE34B0H5",26.07,61.48,"NEU","pollen","pollen",8946.321,69.9189999999999,70.1375000000003,"annual","T","Temp12k","positive",4.029,5.655,6596.498,1473.958
"367","LakeLyadhej-To.Andreev.2005","RV7ogSkZbOS",65.8,68.26,"RAR","chironomid","chironomid",10819.175,171.556,171.556,"summerOnly","T","Temp12k","positive",8.663,9.643,10671.29,1134.667
"368","LakeoftheWoods.Palmer.2002","R05eeEJNPBo",-120.1833,49.05,"WNA","chironomid","chironomid",11378.455748,112.387207,113.8631275,"summerOnly","T","Temp12k","positive",12.835,13.562,10172.29452,11690.71582
"369","LakeStowell.Lemmen.2018","R6miF3Chdmb",-123.4445,48.7833,"WNA","chironomid","chironomid",11937,108,110,"summerOnly","T","Temp12k","positive",0.094,-0.388,2122,7062
"370","LaPAS_KF02.Pivel.2013","R3CvZBuTHNk",-45.2,-25.84,"SES","other microfossil","other microfossil",11550,126,126,"annual","T","Temp12k","positive",24.618,25.053,6681,11856
"371","Lapland.Helama.2009","PYTNG9UXJDL",25,69,"NEU","biophysical","biophysical",7450,1,1,"summerOnly","T","Temp12k","positive",12.977,12.919,1415,4513
"372","LawDome.Dahl-Jensen.1999","LPD7abab671",112.8069,-66.7697,"EAN","other ice","other ice",8680,148,137,"annual","T","Temp12k","positive",-22.036,-20.54,2936,101
"373","LB1.Gajewski.1993","M2L5rhw5bdkP",-75.62,57.92,"NEN","pollen","pollen",6924,141,141,"annual","T","Temp12k","positive",-6.998,-7.043,2324,6554
"374","Lednica-1.Makohonienko.1991","RF4G8wwNMQV",17.39,52.56,"WCE","pollen","pollen",10036.34,125.39,123.53,"annual","T","Temp12k","positive",7.7,11.209,6092.09,10058.67
"375","Lednica-2.Litt.1991","RoNOJ66CLPP",17.39,52.56,"WCE","pollen","pollen",9919.6,89.8699999999999,90.0699999999997,"annual","T","Temp12k","positive",7.112,11.438,5703.82,9979.1
"376","LeFourneau.Barbier.1999","R4mXoPSZA1W",-0.19,48.44,"WCE","pollen","pollen",10840.99,306.76,306.76,"annual","T","Temp12k","positive",6.099,9.008,5436.6,10914.79
"377","LeGrandLemps.Clerc.1988","RExuZVVrYKW",5.42,45.47,"WCE","pollen","pollen",10850.52,28.2800000000007,28.2800000000007,"annual","T","Temp12k","positive",9.736,9.19,9182.53,4738.64
"378","Leviathan.Lachniet.2014","LPD94e74028cc",-115.58,37.89,"WNA","isotope","isotope",11948.084,5.47399999999993,5.47399999999993,"annual","T","Temp12k","positive",-11.576,-10.324,8332.838,1591.05
"379","LifebuoyLake.Solivieva.2015","R8dqe2udYAi",163.1524,59.1099,"RFE","chironomid","chironomid",6462,72,72,"summerOnly","T","Temp12k","positive",10.018,10.161,3693,5156
"380","LiivjarveBog.Koff.1989","Rb55CRDFnYw",27.58,59.22,"NEU","pollen","pollen",10304.47,133.04,132.43,"annual","T","Temp12k","positive",3.779,3.434,7639.69,10636.84
"381","Liltlvatn.Seppa.2009","PYT4RL17XGB",14.87,68.52,"NEU","pollen","pollen",8618.26,241.07,241.07,"summerOnly","T","Temp12k","positive",11.101,11.531,8779.86,583.47
"382","Lily.Cwynar.1990","R9f2mFSr7nU",-135.3953,59.2026,"NWN","pollen","pollen",11910,159,151,"annual","T","Temp12k","positive",3.604,4.562,11964,10547.5
"383","Lingreville.Billard.1995","R2RMTzS2yFO",-1.54,48.93,"WCE","pollen","pollen",3981.41,28.9100000000001,28.9100000000001,"annual","T","Temp12k","positive",7.118,NA,1550.25,1405.73
"384","Little.Whitlock.1995","M2Ldfq1l29fP",-123.58,44.17,"WNA","pollen","pollen",10067,279,282,"annual","T","Temp12k","positive",7.552,7.83,305,5223
"385","LittleBass.Swain.NA","M2Lx02nyks5P",-93.6,47.29,"CNA","pollen","pollen",10468,335,334,"annual","T","Temp12k","positive",4.243,5.181,8366,8883
"386","LittleLochRoag.Birks.1979","Rs47zWqnTxZ",-6.88,58.13,"NEU","pollen","pollen",9737.57,248.34,245.65,"annual","T","Temp12k","positive",9.57,8.204,8.31,5571.54
"387","LittlePondRoyalston.Marsicek.2013","WEBb9192769",-72.19,42.68,"ENA","pollen","pollen",11580.956,155.696,155.696,"annual","T","Temp12k","positive",-0.049,0.696,4761.32,11599.956
"388","Llet-T.liranta.2015","Rz1sYNeOKel",59.3,66.52,"RAR","pollen","pollen",11747.6,96.8000000000011,96.8000000000011,"summerOnly","T","Temp12k","positive",14.442,15.28,3705.9,10919.3
"389","LO09-14.Berner.2008","PYTP8LM4UJJ",-20.4083,58.9383,"NAO","other microfossil","other microfossil",10608.636,27.9964999999997,27.6459999999997,"summerOnly","T","Temp12k","positive",12.19,12.537,10390.305,9806.831
"390","Lobsigensee.Ammann.1985","R5MwieDquqJ",7.3,47.03,"WCE","pollen","pollen",10289.48,62.3650000000002,66.1300000000001,"annual","T","Temp12k","positive",9.091,8.499,7052.98,1972.77
"391","Lochnagar30.Dalton.2005","R7q4fzGNoZ6",-3.2296,56.96,"NEU","chironomid","chironomid",5795,82.5,83,"summerOnly","T","Temp12k","positive",11.796,11.443,4496,1400
"392","LoneFoxLake.MacDonald.1985","M2Lvvf8aywtP",-119.72,56.72,"NWN","pollen","pollen",10524.9,326.65,326.7,"annual","T","Temp12k","positive",2.194,1.209,4668,9389.3
"393","Lonespruce.Kaufman.2012","PYTKYQ4C1WD",-159.143,60.007,"NWN","biophysical","biophysical",11929.085,18.367,18.277,"summerOnly","T","Temp12k","positive",27.535,27.596,6816.827,8611.815
"394","Longwoods.Wilmshurst.2007","RZT20l77VUd",167.83,-46.23,"NZ","pollen","pollen",10324.438,420.134999999999,420.119999999999,"annual","T","Temp12k","positive",7.438,8.432,9629.18,914.462
"395","LoonPond.Jacobson.Ja","M2L2wsvlds8P",-68.2,45.03,"ENA","pollen","pollen",10289.1,234.2,234.2,"annual","T","Temp12k","positive",4.761,5.624,6798.3,9602.1
"396","LostLake_MI.Brubaker.1975","M2L64f6irzrP",-87.97,46.72,"ENA","pollen","pollen",10602.3,335.7,335.75,"annual","T","Temp12k","positive",3.763,4.956,4124.9,10044.9
"397","LoughMeenachrinna.Taylor.2018","RWleajAEFwY",-8.6794,54.7282,"NEU","chironomid","chironomid",4999.2,77.25,77.2000000000003,"summerOnly","T","Temp12k","positive",NA,12.059,3900.6,6346.9
"398","LouisePond.Mathewes.1994","M2Lx8d4iupqP",-131.76,52.95,"NWN","pollen","pollen",10912.3,217.1,261.199999999999,"annual","T","Temp12k","positive",5.309,5.494,3623.6875,10974
"399","LR1.Gajewski.1993","M2LkxhxpqjbP",-75.25,58.583,"NEN","pollen","pollen",7482,351.5,351.5,"annual","T","Temp12k","positive",-7.527,-7.04,7033,7570
"400","LR3.Gajewski.1992","M2Llq9tn1s2P",-75.25,58.58,"NEN","pollen","pollen",5722,299,545,"annual","T","Temp12k","positive",-7.17,-7.079,3889,918
"401","Luganskoe.Kvavadze.1994","RhtixIQMGTd",40.69,43.73,"WCA","pollen","pollen",5256.16,155.58,155.58,"annual","T","Temp12k","positive",5.764,6.19,5117.49,1031.53
"402","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_mgca_pachyderma_SST_from_mgca_pachyderma",152.8779,49.3757,"RFE","Mg/Ca","Mg/Ca",10580,210,210,"annual","T","Temp12k","positive",NA,8.109,5330,1330
"403","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_uk37_SST_from_uk37",152.8779,49.3757,"RFE","alkenone","alkenone",10760,210,210,"summerOnly","T","Temp12k","positive",NA,8.276,9310,1520
"404","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_d18o_pachyderma_SST_from_d18o_pachyderma",152.8779,49.3757,"RFE","isotope","isotope",10700,100,100,"annual","T","Temp12k","positive",NA,2.194,10760,3560
"405","Lyadhej-To.Andreev.2005","PYTS7QT9329",65.8,68.26,"RAR","pollen","pollen",10719.175,171.556,171.556,"summerOnly","T","Temp12k","positive",8.663,9.643,10571.29,1134.667
"406","Lynn.Nichols.1967","M2Lwm503978P",-101.04,56.84,"NEN","pollen","pollen",7113.8,185,183,"annual","T","Temp12k","positive",3.768,-1.384,1627,1898
"407","M135_004_3.Salvatteci.2019","T2L_M135_004_3_uk37_SST_from_uk37",-71.7403,-17.41,"SWS","alkenone","alkenone",9230.875,64.235,64.235,"annual","T","Temp12k","positive",20.621,20.565,2877.799,179.929
"408","M135_005_3.Salvatteci.2019","T2L_M135_005_3_uk37_SST_from_uk37",-71.769,-17.4205,"SWS","alkenone","alkenone",11313.3,61.2,61.2,"annual","T","Temp12k","positive",20.859,20.758,2584.6,7134.5
"409","M35003_4.R_hlemann.1999","T2L_M35003_4_uk37_SST_from_uk37",-61.2437,12.0897,"CAR","alkenone","alkenone",11780,260,260,"annual","T","Temp12k","positive",30.008,28.714,0,11780
