,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Name,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig
731,Other,Other (uncalibrated),670.0,12000.0,11330.0,38.8013698630137,T2L_GIK23258_2_d18o_pachyderma_SST_from_d18o_pachyderma,74.9981,13.9685,GIK23258_2.Martrat.2003,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.5866218639142247,-0.510707271165117,-0.5797373694376082,-0.3957825698619146,-0.36459116114917123,0.1395811308371382,0.5122246886080344,0.2826918132141074,0.15287953268737997,-1.0072911321436067,-1.5694311971986332,increasing,0.04990036745308095,0.04990036745308095,increasing,0.41856830955971724,0.41856830955971724,no trend,-0.0024529247497300957,0.0
733,Glacier Ice,Glacier Ice,0.0,12000.0,12000.0,24.948024948024948,WEBa1e48de5,80.67,-73.5,Agassiz.Lecavalier.2017,GlacierIce,d18O,degC,T,annual,positive,0.0,0.5782731707317073,0.9974512195121952,1.0634365853658538,1.4399121951219513,1.9176097560975611,1.9052999999999995,2.3494317073170734,2.7531195121951217,3.6842780487804876,4.246507317073171,-2.7489268292682922,decreasing,-0.09767709647087237,-0.09767709647087237,decreasing,0.5687745962072631,0.5687745962072631,decreasing,-0.33699397825863325,-0.33699397825863325
736,Pollen,Pollen (uncalibrated),14.21,4245.89,4231.68,114.36972972972974,RXzd4kwZ1XC,60.22,22.13,Isokaerret.Asplund.1989,Peat,pollen,degC,T,annual,positive,0.0,1.7631405907063495,1.729097223027778,1.4322936512777789,1.5053174601111117,,,,,,,,,,,,,,decreasing,-0.4227100447999202,-0.4227100447999202
738,Other,Other (uncalibrated),12.0,4806.0,4794.0,149.8125,RtcHGLf9lJV,54.24,-2.99,BiglandTarn.Barber.2013,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,-1.581966666666668,-1.645833333333334,-2.6775,-3.102833333333333,,,,,,,,,,,,,,increasing,0.735392089419313,0.735392089419313
739,Other,Other (uncalibrated),20.861,8282.12,8261.259,50.68257055214724,RiOWDR3HWB7,50.42,-74.2297,LacAurelie.Bajolle.2018,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.641216666666665,0.07446666666666957,0.3031333333333315,0.306042424242424,1.2069666666666645,1.4852561403508773,2.5706148148148156,0.9084000000000021,,,,decreasing,-0.2714353445226352,-0.2714353445226352,,,,decreasing,-0.13539001291544803,-0.13539001291544803
741,Pollen,Pollen (uncalibrated),151.05,6577.36,6426.3099999999995,153.00738095238094,Rc2ObsVyF57,46.21,8.11,GondoAlpjen.Welten.1982,LakeSediment,pollen,degC,T,annual,positive,0.0,1.896250000017857,3.1756547629583327,2.398869047041666,1.7675765302321427,4.047053571,3.8735714296250006,,,,,,decreasing,-0.5241951105215931,-0.5241951105215931,,,,decreasing,-0.5509626025697087,-0.5509626025697087
745,Pollen,Pollen (uncalibrated),523.0,9791.0,9268.0,370.72,M2L58bvkgafP,49.21,-65.81,LacLeonard.Labelle.1984,LakeSediment,pollen,degC,T,annual,positive,0.0,6.9495000000000005,9.092,10.176,10.614,9.587833333333334,9.12525,8.401250000000001,9.2685,9.9575,,,no trend,-0.5796632090431565,0.0,,,,decreasing,-1.5631318213652812,-1.5631318213652812
746,Other,Other (uncalibrated),1000.0,11500.0,10500.0,362.0689655172414,Ri4npkyUs4u,-43.8217,51.3183,MD84_527.Sarnthein.1988,MarineSediment,diatom,degC,T,Summer,positive,0.0,0.5,0.4666666666666668,-0.36666666666666714,-0.16666666666666696,-0.40000000000000036,-0.17999999999999972,-0.8600000000000003,-0.14999999999999947,0.8666666666666671,-0.16666666666666607,-1.6499999999999995,no trend,0.06710097121732758,0.0,no trend,0.055756181541828265,0.0,increasing,0.16727272727272724,0.16727272727272724
747,Pollen,Pollen (uncalibrated),0.0,11165.0,11165.0,398.75,RBCwBdRr3uN,67.12,59.57,Tumbulovaty.Kultti.2004,LakeSediment,pollen,degC,T,7,positive,0.0,0.7177500000000006,0.38724999999999987,1.2602499999999992,1.1282499999999995,1.0872499999999992,1.4412500000000001,1.2872500000000002,0.7874999999999996,0.5049166666666665,-0.32975000000000065,-1.431750000000001,no trend,0.013014404297724099,0.0,increasing,0.5568605155012872,0.5568605155012872,decreasing,-0.23325879889523132,-0.23325879889523132
748,Other,Other (uncalibrated),474.0,10034.0,9560.0,162.03389830508473,ROuKCaB3W1T,59.2933,163.13,PechoraLake.Andren.2015,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.3355149999999991,-0.04138500000000178,0.13157333333333376,0.30502954545454486,0.41285416666666386,0.17628666666666604,0.8769899999999993,1.018539999999998,-0.056125000000001535,1.3213149999999985,,decreasing,-0.06142621364812358,-0.06142621364812358,no trend,-0.0473705166284155,0.0,no trend,-0.06282759755148119,0.0
749,Other,Other (uncalibrated),73.0,11983.0,11910.0,290.4878048780488,T2L_B997_324_d18o_pachyderma_SST_from_d18o_pachyderma,66.5239,-21.1522,B997_324.Castaneda.2004,MarineSediment,d18O,degC,T,annual,positive,0.0,0.22482577775040813,0.8330094577270541,0.6985820495070181,0.5488863405763027,0.7493417148044781,1.1192820733860982,1.7676289535134382,1.9794861482601886,-0.6694296571229916,1.1506654332183723,1.2920276864746105,no trend,-0.08495460014447974,0.0,no trend,0.11650262667090165,0.0,no trend,-0.16187391313741492,0.0
750,Other,Other (uncalibrated),50.0,11840.0,11790.0,280.7142857142857,T2L_SO136_GC11_uk37_SST_from_uk37,-43.44,167.8507,SO136_GC11.Barrows.2007,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.13910690664497594,0.55175382605991,0.8244264235550247,0.9800286926246411,0.9553231480979747,1.2609072453647752,1.273285291498075,1.3066907606889107,1.5769290928692143,1.7604663066330346,1.8278254012016362,decreasing,-0.16135238765180027,-0.16135238765180027,decreasing,-0.13589903567461692,-0.13589903567461692,decreasing,-0.22797171103470776,-0.22797171103470776
751,Other,Other (uncalibrated),0.0,5795.0,5795.0,109.33962264150944,R7q4fzGNoZ6,56.96,-3.2296,Lochnagar30.Dalton.2005,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.507714285714286,-0.2744642857142878,-0.16116883116882974,0.05999999999999872,-0.14771428571428835,,,,,,,,,,,,,no trend,-0.015867989307305434,0.0
752,Other,Other (uncalibrated),450.0,6430.0,5980.0,72.04819277108433,T2L_IOW225514_uk37_SST_from_uk37,57.838,8.704,IOW225514BAY.Emeis.2003,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.14710782240787168,0.7413092375739403,1.0788883986769822,1.5632781676653753,2.1281541138405284,2.4627550501530777,,,,,,decreasing,-0.4540869671152612,-0.4540869671152612,,,,decreasing,-0.4477319214654744,-0.4477319214654744
753,Pollen,Pollen (uncalibrated),784.667,11762.0,10977.333,261.36507142857147,R6lPfjM3opf,-46.42,169.28,AjaxBog.Wilmshurst.2007,Peat,pollen,degC,T,annual,positive,0.0,-0.1621800000000002,0.31369666666666696,0.5261983333333333,0.5162279999999981,0.58094,0.4859466666666652,0.7241699999999991,1.355834999999999,1.6342633333333314,1.7588299999999997,1.6417133333333318,decreasing,-0.17027504509647204,-0.17027504509647204,decreasing,-0.26311060074329545,-0.26311060074329545,decreasing,-0.18550238243876774,-0.18550238243876774
754,Other,Other (uncalibrated),170.0,11910.0,11740.0,160.82191780821918,T2L_GeoB3129_1_mgca_ruber_SST_from_mgca_ruber,-4.6133,-36.6367,GeoB3129_1.Weldeab.2006,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.1981666666666655,0.0046666666666652645,0.055333333333329904,0.4015000000000022,0.13933999999999713,0.16221666666666934,0.4313142857142829,0.362916666666667,0.39776666666666216,0.3369,0.013706666666667644,no trend,-0.005225989922740763,0.0,no trend,0.04071854553962204,0.0,no trend,-0.03304570038222134,0.0
755,Other,Other (uncalibrated),170.0,11910.0,11740.0,160.82191780821918,T2L_GeoB3129_1_d18o_ruber_SST_from_d18o_ruber,-4.6133,-36.6367,GeoB3129_1.Weldeab.2006,MarineSediment,d18O,degC,T,annual,positive,0.0,0.008608740750165822,0.05845612856963456,-0.23192016797479553,-0.0375601837539854,-0.3503803351479178,-0.5317797583375494,-0.49875985609567053,-0.7551771888313006,-0.7964674424866693,-0.7630763620692562,-1.3879235096691822,increasing,0.13100559318461139,0.13100559318461139,increasing,0.17600852030729205,0.17600852030729205,no trend,0.0545903435740801,0.0
756,Other,Other (uncalibrated),250.0,11910.0,11660.0,185.0793650793651,T2L_GeoB3129_1_d18o_sacculifer_SST_from_d18o_sacculifer,-4.6133,-36.6367,GeoB3129_1.Weldeab.2006,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.7740768474962287,0.10642082322089763,-0.677077298988948,-0.9136976197001729,-0.7177838459566992,-1.4398254938435748,-0.15249696227556697,-1.2882151998739495,-1.7957819744043597,-2.119110270532886,-2.8693405705630823,increasing,0.2578446552055239,0.2578446552055239,increasing,0.49421784160102034,0.49421784160102034,no trend,0.17513542288042494,0.0
757,Other,Other (uncalibrated),250.0,11910.0,11660.0,185.0793650793651,T2L_GeoB3129_1_d18o_ruber_pink_SST_from_d18o_ruber_pink,-4.6133,-36.6367,GeoB3129_1.Weldeab.2006,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.08227519297420116,-0.3512273173367326,-0.20930564401155038,0.09866676392844909,-0.1685330890787995,-0.32945743414797235,-0.030461960141526134,-0.2905253474283498,-0.38738597419758136,-0.7973377243911344,-1.1547683938183582,increasing,0.10020486298412089,0.10020486298412089,increasing,0.21777366582525906,0.21777366582525906,no trend,-0.02731804210539723,0.0
758,Other,Other (uncalibrated),456.93,10589.0,10132.07,104.45432989690721,PYT43820D4M,68.1,-29.35,JM96-1207.Solignac.2013,MarineSediment,dinocyst,degC,T,Summer,positive,0.0,-0.822628571428571,-0.27550000000000097,-0.3453111111111111,-0.15064444444444458,0.4220222222222212,0.23100000000000076,0.07542499999999919,-0.02880000000000038,1.6181333333333345,2.9972545454545454,,decreasing,-0.2795130933809283,-0.2795130933809283,decreasing,-0.7221695075330175,-0.7221695075330175,decreasing,-0.1679886149691454,-0.1679886149691454
759,Other,Other (uncalibrated),456.93,9927.1,9470.17,110.1182558139535,PYTGAQBO3C8,68.1,-29.35,JM96-1207.Solignac.2013,MarineSediment,dinocyst,degC,T,summer + winter,positive,0.0,-0.7353714285714288,-0.18469999999999942,-0.022800000000000153,-0.16813333333333347,0.028311111111110954,-0.4408000000000003,-0.5582999999999991,-1.0013999999999994,0.25275555555555584,,,no trend,0.01819294826472952,0.0,no trend,-0.1244682718269262,0.0,no trend,-0.08022534377862238,0.0
760,Other,Other (uncalibrated),192.324,11905.37,11713.046,272.39641860465116,T2L_MD97_2146_tex86_SST_from_tex86,20.117,117.384,MD97_2146.Shintani.2011,MarineSediment,GDGT,degC,T,annual,positive,0.0,0.19755925967409382,-0.08599941364473196,0.050722293289243936,-0.45132092415225955,0.1210537847861417,-0.4446641173085055,-0.183268698002653,-1.1319954588961068,-1.1349112238071584,-1.0049145441028315,-2.8064023088533077,increasing,0.16127182309585344,0.16127182309585344,increasing,0.3703214690541374,0.3703214690541374,no trend,0.018467383774468632,0.0
761,Other,Other (uncalibrated),192.324,11905.37,11713.046,272.39641860465116,T2L_MD97_2146_uk37_SST_from_uk37,20.117,117.384,MD97_2146.Shintani.2011,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.2366031667269759,-0.6214704926425831,-0.41897063660739065,-0.22506053512809032,-1.1112217857605238,-0.7290988858898615,-1.400685232017608,-2.0377805556431348,-2.256124021900387,-2.544062575658458,-3.6856934158172585,increasing,0.2880793744625505,0.2880793744625505,increasing,0.5029272208862817,0.5029272208862817,increasing,0.18255639693531128,0.18255639693531128
762,Other,Other (uncalibrated),386.0,7854.0,7468.0,240.90322580645162,T2L_B997_321_d18o_pachyderma_SST_from_d18o_pachyderma,66.8911,-18.9744,B997_321.Castaneda.2004,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.9524121679834945,0.44840553215033374,0.12729704294326538,-0.23500181098683903,0.9046236354511512,0.22835221964172359,-0.025370707770206558,,,,,no trend,-0.12911962442920044,0.0,,,,decreasing,-0.20293210343667747,-0.20293210343667747
763,Pollen,Pollen (uncalibrated),9.167,11830.5,11821.333,112.58412380952382,GH73726cce,-52.5,169.1625,MountHoney.McGlone.2010,Peat,pollen,degC,T,1 (summer),positive,0.0,-0.004566666666667274,0.0349666666666657,0.2827666666666673,-0.15690000000000026,0.6100166666666667,0.24748095238095225,0.13165555555555386,-0.5310794871794879,-1.1512333333333329,-1.4974833333333333,-1.178233333333334,increasing,0.07872162125316257,0.07872162125316257,increasing,0.39761816682862383,0.39761816682862383,decreasing,-0.08551336550511492,-0.08551336550511492
764,Pollen,Pollen (uncalibrated),62.0,11859.0,11797.0,203.39655172413794,RF0gr6pQtHK,33.3792,101.1035,Ximencuo.Herzschuh.2014,LakeSediment,pollen,degC,T,annual,positive,0.0,0.5672116000000003,1.0813065000000002,-0.2676033333333332,0.8683364000000002,1.9106379500000001,1.9665092000000002,1.3303363333333336,0.7220455200000001,0.9583800200000002,-0.06362859999999992,-0.3656649999999997,no trend,0.003888830608975333,0.0,increasing,0.4181379083745948,0.4181379083745948,decreasing,-0.24208361813351378,-0.24208361813351378
767,Pollen,Pollen (uncalibrated),46.0,6798.0,6752.0,250.07407407407408,M2L5ds3b810P,56.78,-64.83,LacMartyne.McAndrews.NA,LakeSediment,pollen,degC,T,annual,positive,0.0,2.375,2.44105,2.763466666666667,0.9767999999999999,0.22930000000000028,1.5081333333333338,,,,,,no trend,-0.015241726444957205,0.0,,,,no trend,0.002685531049676633,0.0
768,Pollen,Pollen (uncalibrated),19.45,8838.87,8819.42,284.4974193548387,PYTLCCXN62R,68.5333,17.2667,Austerkjosen.Seppa.2009,LakeSediment,pollen,degC,T,summerOnly,positive,0.0,-0.3397333333333332,0.5426000000000002,0.2585999999999977,0.3285999999999998,0.3532666666666646,1.3611000000000004,1.111600000000001,0.8595999999999986,,,,decreasing,-0.14309857285209043,-0.14309857285209043,,,,no trend,-0.10149678216879698,0.0
770,Pollen,Pollen (uncalibrated),328.05,5584.21,5256.16,187.72,RhtixIQMGTd,43.73,40.69,Luganskoe.Kvavadze.1994,Peat,pollen,degC,T,annual,positive,0.0,-2.936785714125,-3.0027857138000003,-2.8105952380833332,-1.0612755112142853,6.794642856624999,,,,,,,,,,,,,decreasing,-1.2755545137366002,-1.2755545137366002
772,Other,Other (uncalibrated),419.966,11947.45,11527.484,111.91732038834952,T2L_GeoB9310_4_mgca_ruber_SST_from_mgca_ruber,-19.2018,37.0415,GeoB9310_4.Weldeab.2014,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.2928066666666638,-0.9603583333333354,-0.4013166666666699,0.024966666666660586,-0.034447619047618616,0.26762380952381193,0.14836666666666432,-0.2280033333333371,0.6954166666666701,0.5037791666666678,1.1001019607843112,decreasing,-0.12071367033361467,-0.12071367033361467,decreasing,-0.21674069380038352,-0.21674069380038352,no trend,-0.003938073155379818,0.0
773,Other,Other (uncalibrated),419.966,11947.45,11527.484,110.84119230769231,T2L_GeoB9310_4_d18o_ruber_SST_from_d18o_ruber,-19.2018,37.0415,GeoB9310_4.Weldeab.2014,MarineSediment,d18O,degC,T,annual,positive,0.0,0.36839121846911027,0.3759039713183938,0.7768432969977823,0.6902881948555155,0.6996236002021234,0.5373825567890798,0.47960028714559755,0.2759669538380791,0.29345765739683927,-0.2911084140559801,-0.5077753158951843,increasing,0.09528438297942715,0.09528438297942715,increasing,0.23840052831116723,0.23840052831116723,decreasing,-0.11930000362576541,-0.11930000362576541
775,Pollen,Pollen (uncalibrated),73.8,10914.79,10840.990000000002,309.74257142857147,R4mXoPSZA1W,48.44,-0.19,LeFourneau.Barbier.1999,Peat,pollen,degC,T,annual,positive,0.0,2.128571430249999,3.4488095244166663,1.9188095242500003,3.185714286166667,3.9050000022500013,2.551428573083334,3.7114285725833325,2.7954761904166654,,-0.1558928550833345,,no trend,-0.04970671441390251,0.0,increasing,0.9241152085042121,0.9241152085042121,decreasing,-0.6703606818298616,-0.6703606818298616
778,Other,Other (uncalibrated),256.45,4589.6,4333.150000000001,68.78015873015873,WEB1da17ab5,70.6328,-135.8803,Station803.Bringue.2012,MarineSediment,dinocyst,degC,T,8,positive,0.0,-0.26672727272727226,0.02584415584415467,-0.24129870129870046,0.03838383838383841,,,,,,,,,,,,,,no trend,-0.023945983973525733,0.0
780,Pollen,Pollen (uncalibrated),330.41,6521.1,6190.6900000000005,71.98476744186047,RLrZViFiuLZ,47.0,11.14,BuntesMoor.Weirich.1980,Peat,pollen,degC,T,annual,positive,0.0,-0.2067268447857149,1.5516156458809527,1.3134013597476186,2.035464852658731,2.167002549839285,3.1435204067142855,,,,,,decreasing,-0.530791475858286,-0.530791475858286,,,,decreasing,-0.5156675646662219,-0.5156675646662219
783,Pollen,Pollen (uncalibrated),25.36,8318.67,8293.31,102.38654320987654,Rn31CYQ7kF0,46.2,7.85,GraechenSee.Krisai.2006,LakeSediment,pollen,degC,T,annual,positive,0.0,0.12571428354166647,0.4311904748194446,0.9828571417321421,2.201825394597222,3.2672619032916668,2.2124285699749997,0.9296938767321428,2.382281104778225,,,,decreasing,-0.2652841751970418,-0.2652841751970418,,,,decreasing,-0.6907880025609962,-0.6907880025609962
785,Other,Other (uncalibrated),21.0,11958.0,11937.0,119.37,R6miF3Chdmb,48.7833,-123.4445,LakeStowell.Lemmen.2018,LakeSediment,chironomid,degC,T,summer,positive,0.0,0.5369545454545454,0.5565656565656566,-0.3745454545454545,-0.23254545454545456,0.029740259740259692,-0.7045454545454546,-0.17954545454545454,0.8067045454545454,0.7273295454545454,0.10489898989898987,-0.40454545454545454,no trend,0.017015462609664925,0.0,no trend,-0.06557649654877508,0.0,no trend,0.07350757676605937,0.0
788,Pollen,Pollen (uncalibrated),17.0,10912.0,10895.0,167.6153846153846,M2L2pv1afjnP,45.04,-93.63,PogoniaBog.Cushing.1979,LakeSediment,pollen,degC,T,annual,positive,0.0,0.24676470588235233,0.2066647058823543,-0.04533529411764725,0.05496470588235258,0.11809803921568651,0.0890980392156866,-0.20248529411764782,0.09643137254901912,0.17626470588235232,-6.2948352941176475,,no trend,0.3106022556646994,0.0,increasing,1.666991026788175,1.666991026788175,no trend,-0.0050227688930669125,0.0
789,Other,Other (uncalibrated),698.0,11876.0,11178.0,40.20863309352518,WEB6b4bb5c0,75.0,14.0,GIK23258.Sarnthein.2003,MarineSediment,foraminifera,degC,T,winter,positive,0.0,0.13491666666666724,-0.674464285714286,-1.85175,-1.7616071428571427,-0.9461029411764705,-1.6692500000000001,-0.8654891304347829,-0.18674999999999997,1.317678571428571,0.5272916666666663,-1.9373863636363637,decreasing,-0.166373072896432,-0.166373072896432,decreasing,-0.38223091188207015,-0.38223091188207015,increasing,0.3116379601613559,0.3116379601613559
790,Other,Other (uncalibrated),698.0,11876.0,11178.0,40.20863309352518,WEB892a8505,75.0,14.0,GIK23258.Sarnthein.2003,MarineSediment,foraminifera,degC,T,summer,positive,0.0,0.17708333333333393,-0.921964285714286,-2.4835833333333333,-2.3991071428571424,-1.1503676470588236,-2.201749999999999,-1.0319021739130427,-0.27591666666666637,1.4635912698412712,0.6589583333333335,-2.6035227272727273,decreasing,-0.2042827562937222,-0.2042827562937222,decreasing,-0.4681425272940635,-0.4681425272940635,increasing,0.396614471186664,0.396614471186664
791,Other,Other (uncalibrated),698.0,11876.0,11178.0,40.20863309352518,WEB3c877daf,75.0,14.0,GIK23258.Sarnthein.2003,MarineSediment,foraminifera,degC,T,annual,positive,0.0,0.1559999999999997,-0.7982142857142858,-2.1676666666666673,-2.0803571428571432,-1.048235294117648,-1.9355000000000007,-0.9486956521739129,-0.2313333333333336,1.3906349206349207,0.5931249999999997,-2.2704545454545464,decreasing,-0.18532791459507703,-0.18532791459507703,decreasing,-0.4251867195880673,-0.4251867195880673,increasing,0.35412621567401015,0.35412621567401015
794,Pollen,Pollen (uncalibrated),46.0,10862.0,10816.0,144.21333333333334,M2L2jfcsqvbP,50.77,-55.52,GreyIslands.Cullen.2002,LakeSediment,pollen,degC,T,annual,positive,0.0,4.116133333333334,-1.1122,7.7512,14.109799999999998,12.011966666666666,15.500466666666664,9.021942857142857,2.1222615384615384,-9.182200000000002,-7.923866666666667,,increasing,0.88761249555221,0.88761249555221,increasing,6.807364914484456,6.807364914484456,decreasing,-2.577992216218201,-2.577992216218201
795,Other,Other (uncalibrated),753.39,11832.0,11078.61,127.34034482758621,PYT0WZDHWV1,58.2107,-48.373,MD99-2227.deVernal.2013,MarineSediment,dinocyst,degC,T,Summer,positive,0.0,-2.71529411764706,-2.3293333333333344,-1.892666666666667,-1.6110000000000007,-2.671000000000001,-1.9649999999999999,-2.4227999999999987,-2.8761428571428587,-1.5398571428571444,-0.0616000000000021,1.5729999999999986,decreasing,-0.1649203393634116,-0.1649203393634116,decreasing,-0.6565146764378056,-0.6565146764378056,no trend,-0.09722730651230053,0.0
796,Other,Other (uncalibrated),753.39,9847.5,9094.11,115.11531645569622,PYTOD9Z2SMD,58.2107,-48.373,MD99-2227.deVernal.2013,MarineSediment,dinocyst,degC,T,summer + winter,positive,0.0,-1.4164117647058818,-0.9798333333333327,-1.098416666666668,-0.7355,-2.0992499999999996,-1.2094999999999994,-1.9277999999999995,-2.215285714285714,-1.6569999999999991,,,increasing,0.10956758265547034,0.10956758265547034,no trend,0.15364909576829558,0.0,no trend,0.07243548452766073,0.0
799,Pollen,Pollen (uncalibrated),4.8054,11926.0396,11921.2342,98.52259669421488,WEBf9c0d6bd,42.08,-71.96,BloodPond.Marsicek.2013,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.9003174616177778,1.0260714284099999,1.4235714270599997,1.0793877553028572,1.1044444433822225,0.5446938765885716,1.0930357142850005,-0.2908928584649999,-2.18785714344,-3.8873214282775,-4.68999999834,increasing,0.3311876685682427,0.3311876685682427,increasing,1.274489216611377,1.274489216611377,decreasing,-0.278622754249828,-0.278622754249828
800,Other,Other (uncalibrated),21.0,11955.0,11934.0,98.62809917355372,T2L_KY07_04_PC1_mgca_ruber_SST_from_mgca_ruber,31.63,128.95,KY07_04_PC1.Kubota.2010,MarineSediment,Mg/Ca,degC,T,6 7 8 9 10 11,positive,0.0,0.1281566666666656,-0.3574208333333324,0.6027722222222245,0.7391666666666694,0.4993089743589785,0.6740257575757589,-0.3684833333333337,-0.24100151515151325,0.8972439393939453,-0.02925000000000111,-1.4192378787878752,no trend,0.05895942097005839,0.0,increasing,0.23392497829411155,0.23392497829411155,no trend,-0.13924122219259197,0.0
801,Other,Other (uncalibrated),48.0,10742.0,10694.0,72.25675675675676,WEBc2989cec,-50.52,-74.97,MD07-3124.Caniupan.2014,MarineSediment,alkenone,degC,T,Summer,positive,0.0,0.9980748663101586,0.9201960784313705,1.0893627450980397,0.9910294117647052,1.0075294117647076,1.0182352941176465,0.731862745098038,1.1362566844919773,0.9258371040723983,0.8315294117647056,,decreasing,-0.04886309680482814,-0.04886309680482814,no trend,0.022725361711936728,0.0,decreasing,-0.16881085092099823,-0.16881085092099823
804,Pollen,Pollen (uncalibrated),74.0,10494.0,10420.0,372.14285714285717,M2L4201jbr2P,48.2,-64.94,Caribou-Qubec.Jett.1992,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.42633333333333345,0.9498333333333333,-1.6796666666666669,2.3413333333333335,-1.053,0.2070000000000003,-0.3820000000000001,-0.42066666666666697,0.28258333333333363,-0.7556666666666665,,no trend,0.006570535326292889,0.0,no trend,0.0071567627853020765,0.0,no trend,0.15093674192266518,0.0
805,Other,Other (uncalibrated),95.0,10210.0,10115.0,481.6666666666667,RmF8m0ywgsv,73.33,124.2,NikolayLake.Andreev.2004,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.47000000000000064,0.19099999999999895,-0.35900000000000176,0.016000000000000014,0.4079999999999995,-0.2789999999999999,0.33399999999999963,0.4350000000000005,1.6274999999999995,2.2835,,decreasing,-0.18443330331441748,-0.18443330331441748,decreasing,-0.7441179766623054,-0.7441179766623054,no trend,0.0630032794883313,0.0
806,Other,Other (uncalibrated),1273.14,11975.82,10702.68,34.19386581469649,T2L_KNR195_5_CDH23_uk37_SST_from_uk37,-3.7492,-81.1342,KNR195_5_CDH23.Bova.2015,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.16307620792400293,0.16307620792400293,increasing,0.37761878325641723,0.37761878325641723,decreasing,-0.10633698358780116,-0.10633698358780116
807,Other,Other (uncalibrated),60.0,11780.0,11720.0,308.42105263157896,T2L_SO189_119KL_mgca_ruber_SST_from_mgca_ruber,3.5167,96.3167,SO189_119KL.Mohtadi.2014,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.5296166666666693,1.1712249999999997,0.7014833333333321,0.044950000000000045,0.22808333333333408,0.07865000000000677,0.7707500000000032,-0.2251499999999993,0.38755000000000095,0.6149833333333312,0.2691499999999998,no trend,0.0048236037157631155,0.0,no trend,-0.026431459950789733,0.0,no trend,0.026901210524024066,0.0
808,Other,Other (uncalibrated),60.0,11780.0,11720.0,344.70588235294116,T2L_SO189_119KL_d18o_ruber_SST_from_d18o_ruber,3.5167,96.3167,SO189_119KL.Mohtadi.2014,MarineSediment,d18O,degC,T,annual,positive,0.0,0.4155697216707708,1.3047609205272792,0.9016756143128006,1.1478698219945755,1.2363856973584362,0.38759738594260185,1.2671262368342013,0.2405511083491021,0.7292204791473011,0.36539066399290476,0.2394475622016401,no trend,0.015619189050620692,0.0,no trend,0.13064467172393296,0.0,decreasing,-0.20525482906209805,-0.20525482906209805
811,Pollen,Pollen (uncalibrated),12.0,4631.0,4619.0,60.776315789473685,M2L56xlqdy9P,43.64,-79.47,Grenadier.McAndrews.1988,LakeSediment,pollen,degC,T,annual,positive,0.0,0.16237499999999994,0.3632083333333327,0.11151136363636294,0.3212416666666664,,,,,,,,,,,,,,no trend,-0.030758320194748605,0.0
812,Other,Other (uncalibrated),248.32,10214.21,9965.89,168.91338983050846,PYT5NNRROEV,68.33,19.1,vuoskkujavri.Bigler.2002,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,0.027666666666664952,0.08766666666666723,0.23600000000000065,0.37266666666666737,0.48799999999999955,0.3943333333333321,1.1935000000000002,1.044333333333336,0.6693333333333342,0.7993333333333332,,decreasing,-0.10867151069536003,-0.10867151069536003,no trend,-0.05789856952700705,0.0,decreasing,-0.11581484271439232,-0.11581484271439232
813,Other,Other (uncalibrated),76.5,10042.38,9965.88,262.26,PYTCDW3ELK3,68.33,19.1,vuoskkujavri.Bigler.2002,LakeSediment,diatom,degC,T,summerOnly,positive,0.0,0.5763333333333325,0.6471666666666653,0.8904999999999976,1.2316666666666638,1.3401999999999994,2.0059999999999985,,,0.12899999999999778,0.036999999999999034,,decreasing,-0.10096198521013039,-0.10096198521013039,,,,decreasing,-0.25695257845568575,-0.25695257845568575
816,Pollen,Pollen (uncalibrated),76.5,8410.04,8333.54,185.1897777777778,RT1Bytelilf,68.33,19.1,vuoskkujavri.Bigler.2002,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.13624999999999982,-0.15091666666666653,0.20033333333333345,0.3411666666666665,0.9098166666666672,0.9288333333333338,1.5992500000000005,0.6604944444444445,,,,decreasing,-0.20652915043435713,-0.20652915043435713,,,,decreasing,-0.17217864750231604,-0.17217864750231604
