TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_year,pub1_authors,pub1_title,pub1_journal,pub1_pages,pub1_issue,pub1_volume,pub1_doi,pub2_doi,originalDataUrl,neotomaDatasetId,archiveType,proxyGeneral,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,otherAgesPerKyr,inThisCompilation,QC Certification,QC comments,link to lipdverse,changelogNotes
lcRCpMYE7GTpMxgCe1Q,github.com/nickmckay/LegacyClimate2LiPD,EnnadaiLake.Bender.1966,Ennadai Lake,North America>Canada>Nunavut,61.1667,-100.9167,168,1966,"Bender, M.M., Bryson, R.A. and Baerreis, D.A.",University of Wisconsin radiocarbon dates II.,Radiocarbon,522-533.,,,10.1017/S0033822200000333,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Peat bank. Physiography: Cockburn end moraine complex. Surrounding vegetation: Picea/Larix/Alnus/Salix.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,596.0548387,positive,-30,6710,200,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRmurDsTYJ3opNThCR,github.com/nickmckay/LegacyClimate2LiPD,EnnadaiLake1972Site.Nichols.1975,"Ennadai Lake, 1972 Site",North America>Canada>Nunavut,61.2444,-100.9514,325,1975,"Nichols, H.","Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada.",Occasional Paper 15. Institute of Arctic and Alpine Research,,,,"Nichols, H., 1975. Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada. Occasional Paper 15. Institute of Arctic and Alpine Research, University of Colorado, Boulder, Colorado, USA.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,NA,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,552.3888889,positive,-50,4920,30,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRfgXdmXHITc5APodL,github.com/nickmckay/LegacyClimate2LiPD,EsgrynBottom.Fyfe.2007,Esgryn Bottom,Europe>Northern Europe>British Isles>United Kingdom,51.8761,-4.9419,71,2007,"Fyfe, R.M.",The importance of local-scale openness within regions dominated by closed woodland.,Journal of Quaternary Science: Published for the Quaternary Research Association,571-578.,6,22,"Fyfe, R.M., 2007. The importance of local-scale openness within regions dominated by closed woodland. Journal of Quaternary Science: Published for the Quaternary Research Association, 22(6), pp.571-578.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Mire. Physiography: Valley. Surrounding vegetation: Cultivated fields and little forests.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1232.142,positive,4920,9820,100,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcR36x7GDEwL4ne7WqF,github.com/nickmckay/LegacyClimate2LiPD,EtangdelaGruere.RoosBarraclough.2002,Etang de la Gruere,Europe>Western Europe>Switzerland,47.2406,7.05,1005,2000,"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B.","Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories.",Review of Palaeobotany and Palynology,85-142.,2-Jan,108,"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Bog,pollen,pollen,Ombrotrophic bog with Pinus uncinata.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,976.0673759,positive,870,11930,60,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRph5M5us8XteTLHO2,github.com/nickmckay/LegacyClimate2LiPD,EtangdeLuisselBex.Welten.1982,Etang de Luissel Bex,Europe>Western Europe>Switzerland,46.2338,7.0191,522,1982,"Welten, M.",Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis.,Denkschriften der Schweizerischen Naturforschenden Gesellschaft,", Diagrammheft 37 diagrams (in German).",,,"Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,875.1387097,positive,360,5960,130,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRR7x41VDYDCPUJV8T,github.com/nickmckay/LegacyClimate2LiPD,EtangdyCorMontana.vanderKnaap.1997,Etang d'y Cor Montana,Europe>Western Europe>Switzerland,46.3117,7.4792,1506,1997,"van der Knaap, W.O. and Ammann, B.",Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base.,Revue Paleobiol.,433-480.,1997,,"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue Paleobiol., Geneve (1997) 16 (2):, pp.433-480.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Partly filled-up natural lake. Physiography: Tectonic and glacial depression. Surrounding vegetation: Village. Vegetation formation: Abies + Picea (+ Betula), later Picea.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1065.879012,positive,10,15480,140,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRB6ER7EPjNM1XMHRz,github.com/nickmckay/LegacyClimate2LiPD,Exebridge.Fyfe.2003,Exebridge,Europe>Northern Europe>British Isles>United Kingdom,51.0172,-3.5172,133,2003,"Fyfe, R.M., A.G. Brown, and B.J. Coles.","Mesolithic to Bronze Age vegetation change and human activity in the Exe Valley, Devon, UK.",Proceedings of the Prehistoric Society,161-181.,,,"Fyfe, R.M., A.G. Brown, and B.J. Coles., 2003. Mesolithic to Bronze Age vegetation change and human activity in the Exe Valley, Devon, UK. Proceedings of the Prehistoric Society, 69, pp.161-181.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Spring mire. Physiography: Valley. Surrounding vegetation: Cultivated fields.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1121.355357,positive,6840,12060,100,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRT1xdlAkya3V1d41B,github.com/nickmckay/LegacyClimate2LiPD,Fangeas.deBeaulieu.2003,Fangeas,Europe>Western Europe>France,44.7161,6.4494,2000,2003,"de Beaulieu, J.L., Leveau, P., Miramont, C., Palet, J.M., Walsh, K., Ricou, F., Segard, M., Sirvan, O., Andrieu-Ponel, V., Badura, M. and Bertucchi, G.","Changements environnementaux postglaciaires et action de l'homme dans le bassin du Buech et en Champasaur (Hautes-Alpes, France).",Premier bilan d'une etude pluridisciplinaire. In: Collection Environnement (pp.93-101). Des Milieux et des Hommes: Fragments d'Histoires Croisees,"93-101). Des Milieux et des Hommes: Fragments d'Histoires Croisees, France.",,,"de Beaulieu, J.L., Leveau, P., Miramont, C., Palet, J.M., Walsh, K., Ricou, F., Segard, M., Sirvan, O., Andrieu-Ponel, V., Badura, M. and Bertucchi, G., 2003. Changements environnementaux postglaciaires et action de l'homme dans le bassin du Buech et en Champasaur (Hautes-Alpes, France). Premier bilan d'une etude pluridisciplinaire. In: Collection Environnement (pp.93-101). Des Milieux et des Hommes: Fragments d'Histoires Croisees, France.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Marsh,pollen,pollen,Marsh. Physiography: circular depression. Surrounding vegetation: grass land.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1007.475758,positive,-40,5250,95,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRAa4RA7lImWSf9IXC,github.com/nickmckay/LegacyClimate2LiPD,FarewellLake.Hu.1996,Farewell Lake,North America>United States Of America>Alaska,62.5591,-153.6488,320,1996,"Hu, F.S., Brubaker, L.B. and Anderson, P.M.","Boreal ecosystem development in the northwestern Alaska range since 11,000 yr BP.",Quaternary Research,188-201.,2,45,10.1006/qres.1996.0019,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Large lake, glacial origin. Physiography: Moraine and outwash covered piedmont. Surrounding vegetation: Picea sp., Betula papyrifera, Populus sp.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,237.2613636,positive,-60,12860,220,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRRBl4D2Fg9Zb4tvGP,github.com/nickmckay/LegacyClimate2LiPD,Felchowsee.Jahns.2000,Felchowsee,Europe>Western Europe>Germany,53.0551,14.1307,35,2000,"Jahns, S.","Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles.",Vegetation History and Archaeobotany,111-123.,2,9,"Jahns, S., 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany, 9(2), pp.111-123.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Proglacial circular lake. Physiography: end moraine area of the Pomeranian substage. Vegetation formation: Transition between rich beech forests and continental oak-hornbeam forests.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,700.5792453,positive,410,5850,50,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRpbhIeSqLqRxKnBNF,github.com/nickmckay/LegacyClimate2LiPD,Felchowsee.Jahns.2000,Felchowsee,Europe>Western Europe>Germany,53.0551,14.1307,35,2000,"Jahns, S.","Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles.",Vegetation History and Archaeobotany,111-123.,2,9,"Jahns, S., 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany, 9(2), pp.111-123.",10.5194/essd-2022-38,https://doi.pangaea.de/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Proglacial circular lake. Physiography: end moraine area of the Pomeranian substage. Vegetation formation: Transition between rich beech forests and continental oak-hornbeam forests.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,654.2156863,positive,5070,12360,105,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRrLlio3aL5SDhGpn3,github.com/nickmckay/LegacyClimate2LiPD,FerndaleBog.Albert.1981,Ferndale Bog,North America>United States Of America>Oklahoma,34.4056,-95.8083,263,1981,"Albert, L.E. and Wyckoff, D.G.",Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma.,Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey,,,,"Albert, L.E. and Wyckoff, D.G., 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey, Norman, Oklahoma, USA.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Peat bog on Jackfork sandstone ridge. Physiography: Ouachita Mountains. Surrounding vegetation: elm/oak/hickory/pine/willow.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,874.3,positive,1650,5860,170,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRd60lUtPOw5KnELcw,github.com/nickmckay/LegacyClimate2LiPD,Feuenried.Rosch.1985,Feuenried,Europe>Western Europe>Germany,47.7437,8.9028,407,1985,"Rosch, M.",Ein Pollenprofil aus dem Feuenried bei Uberlingen am Ried: stratigraphische und landschaftsgeschichtliche Bedeutung fur das Holozan im Bodenseegebiet in Berichte zu Ufer-und Moorsiedlungen Sudwestdeutschlands 2.,Materialhefte zur Vor-und Fruhgeschichte in Baden-Wurttemberg,43-79 (in German).,7,,"Rosch, M., 1985. Ein Pollenprofil aus dem Feuenried bei Uberlingen am Ried: stratigraphische und landschaftsgeschichtliche Bedeutung fur das Holozan im Bodenseegebiet in Berichte zu Ufer-und Moorsiedlungen Sudwestdeutschlands 2. Materialhefte zur Vor-und Fruhgeschichte in Baden-Wurttemberg, (7), pp.43-79 (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Fen,pollen,pollen,Fen. Physiography: Kettle hole. Surrounding vegetation: Wetland forest belt arable field meadow. Vegetation formation: Deciduous forest (beech forest).,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,811.63875,positive,230,17180,60,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRKMyhrpTg64dbY3t9,github.com/nickmckay/LegacyClimate2LiPD,Fjallnas.Konigsson.1984,Fjallnas,Europe>Northern Europe>Scandinavia>Sweden,62.6159,12.1339,780,1984,"Konigsson, L.-K.",Vegetationsgeschichte und Kultureinflusse in der Landschaftsentwicklung der sudschwedischen Gebirge in Harjedalen.,Dissertationes Botanicae 72 (Festschrift Max Welten),177-189 (in German).,,,"Konigsson, L.-K., 1984. Vegetationsgeschichte und Kultureinflusse in der Landschaftsentwicklung der sudschwedischen Gebirge in Harjedalen. Dissertationes Botanicae 72 (Festschrift Max Welten), pp.177-189 (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,River,pollen,pollen,"Surrounding vegetation: adjacent uppermost tree limit, Betula.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,599.9164179,positive,-60,5530,60,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRPlLbbsCUWmhiwN68,github.com/nickmckay/LegacyClimate2LiPD,FlogelnFischer.Behre.1994,Flogeln Fischer,Europe>Western Europe>Germany,53.667,8.8024,1,1994,"Behre, K.E. and D. Kucan.","Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flogeln, Niedersachsen, seit der Jungsteinzeit.",Probleme der Kustenforschung im sudlichen Nordseegebiet,1-227 (in German).,,,"Behre, K.E. and D. Kucan., 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flogeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Kustenforschung im sudlichen Nordseegebiet, 21, pp.1-227 (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Bog,pollen,pollen,Small band of peat between lake and Pleistocene ground. Raised bog. Physiography: Basin. Surrounding vegetation: Village with gardens. Vegetation formation: Cultural landscape.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,920.0896552,positive,0,5250,60,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRBE0e58wcWLxk8z3s,github.com/nickmckay/LegacyClimate2LiPD,Flotatjonn.Birks.2007,Flotatjonn,Europe>Northern Europe>Scandinavia>Norway,59.6702,7.5405,890,2007,"Birks, H.J.B.",Estimating the amount of compositional change in late-Quaternary pollen-stratigraphical data.,Vegetation History and Archaeobotany,197-202.,2,16,"Birks, H.J.B., 2007. Estimating the amount of compositional change in late-Quaternary pollen-stratigraphical data. Vegetation History and Archaeobotany, 16(2), pp.197-202.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake. Physiography: Hilly area. Surrounding vegetation: Shrubs. Vegetation formation: Northern-boreal.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,909.06875,positive,-60,10330,190,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRIa4KPySvJ9oX3o7m,github.com/nickmckay/LegacyClimate2LiPD,FontaineHenry.Lespez.2008Legacy,Fontaine Henry,Europe>Western Europe>France,49.2775,-0.4533,20,2008,"Lespez, L., Cador, J.M., Carpentier, V., Clet-Pellerin, M., Germaine, M.A., Garnier, E. and Marcigny, C.","Trajectoire des paysages des vallees normandes et gestion de l'eau, du Neolithique aux enjeux de la gestion contemporaine.",In: Paysage et environnement: de la reconstitution du passe aux modeles prospectifs ed. by Galop,"61-750). Presses Universitaires de Franche-Comte, Annales litteraires, serie Environnement, Societe et Archeologie, Besancon (in French).",,,"Lespez, L., Cador, J.M., Carpentier, V., Clet-Pellerin, M., Germaine, M.A., Garnier, E. and Marcigny, C., 2008. Trajectoire des paysages des vallees normandes et gestion de l'eau, du Neolithique aux enjeux de la gestion contemporaine. In: Paysage et environnement: de la reconstitution du passe aux modeles prospectifs ed. by Galop, D.E. (pp.61-750). Presses Universitaires de Franche-Comte, Annales litteraires, serie Environnement, Societe et Archeologie, Besancon (in French).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Valley,pollen,pollen,Bank. Physiography: Mue valley. Surrounding vegetation: cultivated fields and forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,946.7533333,positive,270,5120,60,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRSMVjlC246WXbuLnK,github.com/nickmckay/LegacyClimate2LiPD,FoundLake.McAndrews.1981,Found Lake,North America>Canada>Ontario,45.55,-78.64,488,1981,"McAndrews, J.H.",Late Quaternary climate of Ontario: temperature trends from the fossil pollen record.,In: Quaternary paleoclimate ed. by W.C. Mahaney (pp.319-333). Geo Abstracts,"319-333). Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.",,,"McAndrews, J.H., 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. In: Quaternary paleoclimate ed. by W.C. Mahaney (pp.319-333). Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,NA,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,930.6189655,positive,-130,11840,180,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRv2LOUzVUadfcmNhw,github.com/nickmckay/LegacyClimate2LiPD,FoyLake.Power.2006,Foy Lake,North America>United States Of America>Montana,48.1647,-114.3612,1006,2006,"Power, M.J.","Recent and Holocene fire, climate, and vegetation linkages in the northern Rocky Mountains, USA.",Doctoral dissertation. University of Oregon,,,,"Power, M.J., 2006. Recent and Holocene fire, climate, and vegetation linkages in the northern Rocky Mountains, USA. Doctoral dissertation. University of Oregon, Eugene, Oregon, USA.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Present vegetation in the Flathead Valley is a mixture of irrigated agricultural lands, native grasslands, conifer forests, and riparian woodland. Forests around Foy Lake are composed of Pseudotsuga menziesii, Pinus ponderosa, and Larix occidentalis. Larix occidentalis, Pinus ponderosa, and an occasional Juniperus scopulorum grow in open grassy woodlands along the west-facing slopes above the site. Stands of Pinus contorta are scattered throughout all habitats near Foy Lake.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,583.5745455,positive,-20,12420,110,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRKKBJ6j334zCND9v4,github.com/nickmckay/LegacyClimate2LiPD,Frechencourt.vanZeist.1980,Frechencourt,Europe>Western Europe>France,49.95,2.4333,50,1980,"van Zeist, W. and van der Spoel-Walvius, M.R.",A palynological study of the late-glacial and the postglacial in the Paris Basin.,Palaeohistoria,67-109.,,,"van Zeist, W. and van der Spoel-Walvius, M.R., 1980. A palynological study of the late-glacial and the postglacial in the Paris Basin. Palaeohistoria, 23, pp.67-109.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,River,pollen,pollen,Close to Hallue river. Physiography: valley of the Hallue. Surrounding vegetation: cultivated fields and forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1017.63617,positive,2760,7500,90,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRj9K0WEwtrdq0K1sq,github.com/nickmckay/LegacyClimate2LiPD,FryingPanLake.Shafer.1989,Frying Pan Lake,North America>United States Of America>Utah,38.6167,-111.6667,2720,,,,,,,,"Shafer, D.S., 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,#N/A,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,434.136,positive,-50,10180,385,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRuMBn0kLApy7KCbY9,github.com/nickmckay/LegacyClimate2LiPD,Fuschlsee.Voigt.1996,Fuschlsee,Europe>Western Europe>Austria,47.8042,13.2747,663,1996,"Voigt, R.",Palaolimnologische und vegetationsgeschichtliche-Untersuchungen an Sedimenten aus Fuschlsee und Chiemsee-(Salzburg und Bayern).,Dissertationes Botanicae,1-303 (in German).,,,"Voigt, R., 1996. Palaolimnologische und vegetationsgeschichtliche-Untersuchungen an Sedimenten aus Fuschlsee und Chiemsee-(Salzburg und Bayern). Dissertationes Botanicae, 270, pp.1-303 (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Lake. Physiography: Glacial origin, natural open water. Surrounding vegetation: Picea, Abies, Fagus forest.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,815.6666667,positive,-30,14560,70,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcR2TYhk2e0xzURZDIF,github.com/nickmckay/LegacyClimate2LiPD,Gaienhofen.Rosch.1988,Gaienhofen,Europe>Western Europe>Germany,47.678,8.9743,408,1988,"Rosch, M. and W. Ostendorf.","Pollenanalytische, torf- und sedimentpetrographische Untersuchungen an einen telmatischen Profil vom Bodensee-Ufer bei Gaienhofen.",Telma,373-395 (in German).,,,"Rosch, M. and W. Ostendorf., 1988. Pollenanalytische, torf- und sedimentpetrographische Untersuchungen an einen telmatischen Profil vom Bodensee-Ufer bei Gaienhofen. Telma, 18, pp.373-395 (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake. Physiography: Shore region of Lake Constance.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,800.4380952,positive,-40,4520,60,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRQz7vdye6CXMQO3SI,github.com/nickmckay/LegacyClimate2LiPD,GallanechBeg.Davies.1997,Gallanech Beg,Europe>Northern Europe>British Isles>United Kingdom,56.3844,-5.5014,70,1997,"Davies, F.M.","Holocene palaeoenvironmental studies in the Oban region, western Scotland, upon Tyne.",Doctoral dissertation. Department of Geography,,,,"Davies, F.M., 1997. Holocene palaeoenvironmental studies in the Oban region, western Scotland, upon Tyne. Doctoral dissertation. Department of Geography, University of Newcastle, Newcastle, United Kingdom.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Mire,pollen,pollen,mire. Physiography: basin. Surroungong vegetation: upland of mires and lakes.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,988.1066116,positive,-20,14450,80,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRt2EATilwwF1o37fy,github.com/nickmckay/LegacyClimate2LiPD,Gammelheimenvatnet.Bjune.2009,Gammelheimenvatnet,Europe>Northern Europe>Scandinavia>Norway,68.4822,17.7594,290,2009,"Bjune, A.E., Seppa, H. and Birks, H.J.B.",Quantitative summer-temperature reconstructions for the last 2000 years based on pollen-stratigraphical data from northern Fennoscandia.,Journal of Paleolimnology,43-56.,1,41,"Bjune, A.E., Seppa, H. and Birks, H.J.B., 2009. Quantitative summer-temperature reconstructions for the last 2000 years based on pollen-stratigraphical data from northern Fennoscandia. Journal of Paleolimnology, 41(1), pp.43-56.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake. Physiography: Valley in fjord area. Surrounding vegetation: Shrubs and trees. Vegetation formation: Middle/North-Boreal.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,606.1918919,positive,-50,10160,110,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRT8GpIYw8qXTFF8c0,github.com/nickmckay/LegacyClimate2LiPD,Gamperfin.Fah.1986,Gamperfin,Europe>Western Europe>Switzerland,47.1714,9.3811,1320,1986,"Fah, J.",Erste Ergebnisse der Untersuchung zur Entwicklung eines Hangmoores im Oberen Toggenburg (Kanton St.,Gallen). Telma,,,,"Fah, J., 1986. Erste Ergebnisse der Untersuchung zur Entwicklung eines Hangmoores im Oberen Toggenburg (Kanton St. Gallen). Telma, 16, 23-30 (in German).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Mire,pollen,pollen,Sloping mire.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1037.665152,positive,110,11860,170,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
